,publish_date,headline_text
5471,20030317,skywest wont rule out more air cuts
5472,20030317,socceroos set to play argentina
5473,20030317,spc to offer voluntary redundancies in shepparton
5474,20030317,spurs boss hoddle rubbishes liverpool diouf claim
5475,20030317,stage set for khmer rouge trials
5476,20030317,statue recognises french influence
5477,20030317,streak insists he will continue
5478,20030317,struggling restaurateur turned to abalone crime
5479,20030317,stuttgart hold firm in champions league quest
5480,20030317,super powers accused of war on transparency
5481,20030317,tallis escapes ban after punch up
5482,20030317,tamworth considering coach terminal limitations
5483,20030317,tas wetlands work faces new guidelines
5484,20030317,teachers welcome oppns discipline stance
5485,20030317,teen jailed for six years over doig murder
5486,20030317,there is nothing wrong with a draw tallis
5487,20030317,thomas pulls out of world titles
5488,20030317,thomas to undergo shoulder surgery
5489,20030317,timber mills get final compo offer
5490,20030317,tt line denies bikie discrimination
5491,20030317,union seeks extra payment for compulsory
5492,20030317,un work on hold in iraq kuwait buffer zone
5493,20030317,us hits phones in last bid for iraq mandate
5494,20030317,us orders embassy staff out of mid east
5495,20030317,us to order diplomats out of middle east
5496,20030317,valencia slip further off title pace
5497,20030317,vegetation plan to end land clearing green groups
5498,20030317,vic govt lists easter sunday trade ban exemptions
5499,20030317,vic govt urged to rethink pokies signage ban
5500,20030317,vic to end year with 600m in kitty
5501,20030317,vic wa construction industry under fire
5502,20030317,vinokurov hangs on to retain paris nice title
5503,20030317,virulent pneumonia bug will reach australia
5504,20030317,vote to be held on brl hardy merger plan
5505,20030317,war of words erupts over burrup development
5506,20030317,war will cost howard the lodge lees
5507,20030317,washington takes 400 metres title from caines
5508,20030317,water plan under question
5509,20030317,waugh battles on ponting named his deputy
5510,20030317,wimbledon may be ivanisevics last tournament report
5511,20030317,woman dies in car crash
5512,20030317,women go nude to protest looming war
5513,20030317,world cup fallout set to hit england players
5514,20030317,wwf hopes to widen net on illegal fishers
5515,20030317,youth services help 30000 per week survey
5516,20030317,zimbabwe stays on commonwealth outer
5517,20030318,12 show interest in bowden group
5518,20030318,acoss urges action on corporate payouts
5519,20030318,adelaide woman to stay in iraq as human shield
5520,20030318,afl set to audit player payments
5521,20030318,aged care funds under question
5522,20030318,all iraqi diplomats to be expelled
5523,20030318,anti war protesters take message to opera house
5524,20030318,anti war protest planned shooting at parliament
5525,20030318,arafat concedes on prime ministers powers
5526,20030318,arsenal facing make or break week
5527,20030318,athens games not affected by iraq crisis minister
5528,20030318,atsic leader critical of inefficiency report
5529,20030318,australia may have 21 cases of china virus
5530,20030318,australian stocks rally in morning trade
5531,20030318,australians warned to leave middle east
5532,20030318,bell comes to terms with schoolies task force
5533,20030318,bishop says un must lead post iraq healing
5534,20030318,blair loses third mp over iraq stance
5535,20030318,bracks bans feel good junkets for mps
5536,20030318,brands hatch renames curve after sheene
5537,20030318,brazil set to host 2014 world cup
5538,20030318,brl major shareholder supports merger
5539,20030318,bush phones howard
5540,20030318,bush racing cuts under fire
5541,20030318,business urged to back easter fair
5542,20030318,call for broader bushfire probe
5543,20030318,campaign to seek rfs funding changes
5544,20030318,catholic lobby condemns iraq war as immoral
5545,20030318,champions league income cuts ajax loss
5546,20030318,chewing gum ad collared after viewer complaints
5547,20030318,childcare centre seeks support
5548,20030318,china calls on security council to stop war
5549,20030318,chopper crash inquest continues
5550,20030318,claims hay transport changes to prove costly
5551,20030318,community to farewell top cop
5552,20030318,community urged to be tolerant towards troops
5553,20030318,concerns aired over koala legislation
5554,20030318,council deficit studied
5555,20030318,councillor says secession debate not over
5556,20030318,council reconsiders draft dcp issues
5557,20030318,council row continues
5558,20030318,council to probe plant poisoning claims
5559,20030318,crean urges rethink to war commitment
5560,20030318,crews start mopping up brisbane oil spill
5561,20030318,debate erupts over breast screening access
5562,20030318,defence union rsl tell crean to fall into line
5563,20030318,development squad named for india tour
5564,20030318,dfat upgrades travel warnings to include syria
5565,20030318,di canio staying put west ham
5566,20030318,domestic violence victims need more support lawyer
5567,20030318,dont blame the troops vietnam vets
5568,20030318,doubt cast over hall future
5569,20030318,doubt cast over power station plans
5570,20030318,drought forces extended fire restrictions
5571,20030318,election ruling culls another png minister
5572,20030318,emergency crews attend massive brisbane oil leak
5573,20030318,emergency water planning underway
5574,20030318,eriksson upbeat about the future
5575,20030318,esso fined over freezer incident
5576,20030318,family joins forest search for man
5577,20030318,fears held for missing man
5578,20030318,ferguson to blood youth against deportivo
5579,20030318,ferreira turns attention to on court matters
5580,20030318,few local issues raised at election forum
5581,20030318,firefighters free womans hand in the pan
5582,20030318,first adelaide darwin train for members only
5583,20030318,fish in the nt to be genetically tagged
5584,20030318,fleeing un teams wish iraqis good luck
5585,20030318,former human shield satisfied with mission
5586,20030318,free trade talks to discuss medicine scheme
5587,20030318,gas discovery showing potential
5588,20030318,girdler out for 16 weeks
5589,20030318,gold coast gears up for big lifesaving event
5590,20030318,goorjian wary of wounded crocs
5591,20030318,gough agrees to new yorkshire contract
5592,20030318,govt defends legal grounds to attack iraq
5593,20030318,govt urges human shields to leave iraq
5594,20030318,guide offers seafood export advice
5595,20030318,gutless howard backbench caned for war silence
5596,20030318,hall declared dry area again
5597,20030318,hated el nino goes for siesta
5598,20030318,hawks dealt blow with calf injury to holland
5599,20030318,hayek happy despite frida loss
5600,20030318,health officials continue dengue eradication
5601,20030318,herbert kefu expected to return against blues
5602,20030318,hollands injury compounds hawthorns woes
5603,20030318,hospital boards facing abolition
5604,20030318,howard commits australian troops to us led war
5605,20030318,indigenous communities to get hiv aids booklet
5606,20030318,indonesia condemns howards war decision
5607,20030318,injured knights to seek medical advice
5608,20030318,inquest hears evidence into womans death
5609,20030318,investment fund backs wine merger
5610,20030318,iraq decision splits parliament
5611,20030318,iraqi diaspora fears for those in firing line
5612,20030318,iraq outcome will send message to n korea downer
5613,20030318,iraq rejects exile option
5614,20030318,kenya success no fairytale says tikolo
5615,20030318,kily blow for valencia ahead of arsenal game
5616,20030318,knights duo under injury cloud
5617,20030318,knopfler fails to keep tyres straight
5618,20030318,labour revolt over war undermines blair
5619,20030318,large oil spill threatens brisbane river
5620,20030318,lawyer claims force without un approval illegal
5621,20030318,lee and symonds see australia through
5622,20030318,lees deems iraq war without basis
5623,20030318,lee symonds see australia through to final
5624,20030318,liverpool drop diouf sutton injured for celtic
5625,20030318,long held race meet prepares to wind up
5626,20030318,mackerel tagging essential for harvest rates
5627,20030318,malaysia criticises us attack plans
5628,20030318,man injured in tree mishap
5629,20030318,man on murder charge refused bail
5630,20030318,marina plan moves closer to reality
5631,20030318,market maintains early gains
5632,20030318,markets rally at prospect of short iraq conflict
5633,20030318,mayor talks up move on powers
5634,20030318,mcewen cooke ranked among cyclings elite
5635,20030318,mcewen retains spot among cyclings elite
5636,20030318,meeting to focus on birdsville health services
5637,20030318,mine death inquest findings due today
5638,20030318,mine industry airs safety legislation concerns
5639,20030318,more delays for sobering up shelter
5640,20030318,mori cops two week ban
5641,20030318,mp evicted from plane defends actions
5642,20030318,mp seeks stop to farm bore irrigation
5643,20030318,mundine primed for title bout after crushing win
5644,20030318,mundine proves too strong for brazilian
5645,20030318,nats air electoral boundary change concerns
5646,20030318,nats candidate wants more police on the beat
5647,20030318,nats talk water infrastructure
5648,20030318,nelly bay harbour talks continue
5649,20030318,nestle negotiating with unions over redundancies
5650,20030318,nominations sought for training awards
5651,20030318,nsw govt considers desalination plants
5652,20030318,nsw health says no cases of pneumonia strain
5653,20030318,nsw minor parties urge war protest vote
5654,20030318,nt department to investigate tear gas mishap
5655,20030318,nukes aside seoul sends pyongyang 32m
5656,20030318,nurse staffing dispute to be resolved
5657,20030318,officials concerned over possible pneumonia
5658,20030318,olonga hoping to tune into new career
5659,20030318,oppn says mp must pay legal costs
5660,20030318,opposition parties block senate war vote
5661,20030318,palestinian parliament clears way for pms
5662,20030318,parents get payout over sons death
5663,20030318,parents of jackaroo relieved after payout
5664,20030318,park to provide balance between conservation
5665,20030318,parties say each others promises too dear
5666,20030318,police lay charges after operation viking
5667,20030318,police review capsicum spraying of teens
5668,20030318,police search for escaped inmates
5669,20030318,police sex shop raid nets porn videos
5670,20030318,powell handed one match ban
5671,20030318,probe launched into rail crashes
5672,20030318,proposed chemical plant raises issues
5673,20030318,qantas to temporarily cut staff levels
5674,20030318,qld coalition wants budget laid bare before poll
5675,20030318,racq says green bridge not the answer
5676,20030318,rail plan draft impact study released
5677,20030318,rail standardisation delays under fire
5678,20030318,rail tickets on sale next week
5679,20030318,ravanelli offers to play for free next season
5680,20030318,red cross running darwin youth pilot program
5681,20030318,residents questioned over disability services
5682,20030318,retired politician dies
5683,20030318,robinson rejects efficiency claims
5684,20030318,rower in good spirits despite poor weather
5685,20030318,saddam only heeds force howard tells mps
5686,20030318,saddams son rejects bush ultimatum
5687,20030318,sa hospitals on alert for virus symptoms
5688,20030318,sa senator calls for hicks assistance
5689,20030318,schroeder rejects us ultimatum on iraq
5690,20030318,scully dismisses liability tag
5691,20030318,senate begins debate on iraq invasion
5692,20030318,serbia arrests warlords widow over pms shooting
5693,20030318,sex abuse probe delayed
5694,20030318,shopping project remains in limbo
5695,20030318,smith out of england squad for scotland match
5696,20030318,snowtown trial continues killer in dock
5697,20030318,speed ruled out of barcelona clash
5698,20030318,stone offers iraqi refugee assurances
5699,20030318,students to answer bombs with walkout
5700,20030318,support for police station
5701,20030318,survey highlights tourists spending capacity
5702,20030318,suspended sentence for husband stabbing
5703,20030318,tallis should have been cited nrl chief
5704,20030318,tampa crisis people smugglers lose appeal
5705,20030318,tas hospitals briefed on virus outbreak
5706,20030318,tasmania to ban provocation as murder excuse
5707,20030318,team peaking at the right time ponting
5708,20030318,teen to face court on indecent dealing charge
5709,20030318,tent embassy will be removed tuckey
5710,20030318,the pressure is on australia whatmore
5711,20030318,these pretzels are making me cranky say french
5712,20030318,three tested for deadly flu virus
5713,20030318,thunderbirds lobbying for new loyalty rule
5714,20030318,touch footballers make hall of fame
5715,20030318,trade rides higher on odds of short war
5716,20030318,trial date set for detainees on escape charge
5717,20030318,truckie offers kidney to grazier
5718,20030318,tuna industry becoming more environmentally
5719,20030318,turkey may be ready to assist us
5720,20030318,turkey reconsidering disallowing us troops
5721,20030318,tv ad campaign to push fraser coast
5722,20030318,two cleared of contagion two more have symptoms
5723,20030318,two on bail for opera house peace graffiti
5724,20030318,un inspectors pulling out of baghdad
5725,20030318,union seeks irc hearing over redundancies
5726,20030318,uni students turn out for war protests
5727,20030318,unsecured creditors make move towards recovering
5728,20030318,us graziers still have beef with free trade
5729,20030318,us troops preparing in kuwaiti desert
5730,20030318,victorian pair tested for deadly pneumonia strain
5731,20030318,war will break law if citizens are targets oxfam
5732,20030318,wa team to defend mining honour in us
5733,20030318,water holding levy draws criticism
5734,20030318,weapons inspectors pull out of iraq
5735,20030318,whan welcomes greens preferences plan
5736,20030318,wheat trade with iraq an early casualty of war
5737,20030318,whitaker to skipper waratahs
5738,20030318,williams hoping to repeat malaysian success
5739,20030318,woman to go home after pneumonia tests
5740,20030318,women sing for peace in parliament foyer
5741,20030318,world leaders condemn iraq war decision
5742,20030318,yemeni man kills two foreigners then himself
5743,20030319,19 million upgrade for mitsubishi motors
5744,20030319,40000 russians dead of alcohol poisoning in 2002
5745,20030319,75m bequest to tasmanian education system
5746,20030319,aboriginal centre to investigate education
5747,20030319,accc takes action over weight loss gadget
5748,20030319,adelaide clean up underway after storms
5749,20030319,afl cancels season launch
5750,20030319,ama critical of employing international medical
5751,20030319,american couple charged with abducting utah
5752,20030319,andy flower signs with redbacks
5753,20030319,anti war protesters unhappy with troop commitment
5754,20030319,arafat asks deputy to assume pms role
5755,20030319,arsenal and newcastle face spanish date with
5756,20030319,aussie troops to run own campaign mp
5757,20030319,australia malaysia to co operate over antarctic
5758,20030319,australia reconsider us trip as war looms
5759,20030319,bacon doesnt support troop commitment
5760,20030319,beach water quality gets thumbs up
5761,20030319,black named best
5762,20030319,black named best in nbl
5763,20030319,blair wins backing for force
5764,20030319,body discovered in melbourne
5765,20030319,breakthrough in identifying mystery respiratory
5766,20030319,brisbane team develops new spinal deformity
5767,20030319,broncos boss slams hypocrite jackson
5768,20030319,bushfire victims gets advice hotline
5769,20030319,business council welcomes ec relief
5770,20030319,call for funding to tackle petrol sniffing
5771,20030319,call for indigenous reunification funds boost
5772,20030319,candidate gives reasons for seat decision
5773,20030319,cannabis crop find sparks more police searches
5774,20030319,carr brogden hit the streets
5775,20030319,china frees ex sect member with us residency
5776,20030319,chopper crash victim dies in hospital
5777,20030319,clean up operations underway after severe storm
5778,20030319,clubs can apply for race dates rose
5779,20030319,coast doctor shortage highlighted
5780,20030319,concerns aired over tree clearing plan
5781,20030319,council chairman not surprised by crossing finding
5782,20030319,council disappointed with qld health no show
5783,20030319,council gets behind stock saleyards
5784,20030319,council residents to meet over aged care plan
5785,20030319,councils on the warpath over looming conflict
5786,20030319,council told to resolve dispute internally
5787,20030319,court told no evidence pilot suffered heart attack
5788,20030319,csiro centre will aid in gene identification
5789,20030319,deal with gas distributor close tas govt
5790,20030319,demand growing for field days sites
5791,20030319,divers search river for gun
5792,20030319,djs result hampered by foodchain loss
5793,20030319,doctors monitor womans flu like condition
5794,20030319,dons offer support after manager awol on booze
5795,20030319,dons warn paterson but offer support
5796,20030319,downer applauds khmer rouge tribunal deal
5797,20030319,downer has no doubt war will start tomorrow
5798,20030319,dozens of dissidents arrested in cuba
5799,20030319,drug trafficker escapes death penalty
5800,20030319,dust storm moves across melbourne
5801,20030319,dust storm turns sky red
5802,20030319,early season sugarcane forecast looming
5803,20030319,edi rail wins 61m contract
5804,20030319,estate to get new name and revamp
5805,20030319,ethnic kurds fear retaliatory attacks from hussein
5806,20030319,factfile forces in the gulf
5807,20030319,farinas war fears for argentine clash
5808,20030319,farmers benefiting from steadying crude oil market
5809,20030319,farmers getting drought funds
5810,20030319,farmers unhappy with ec decision
5811,20030319,farmers urged to be vigilant against disease
5812,20030319,fears war may prove costly to rural industry
5813,20030319,fergies thumbs up to united youngsters
5814,20030319,firefighters still wary after mornington blaze
5815,20030319,five charged over brisbane teacher assault
5816,20030319,fleeing iraqis blocked at syrian border
5817,20030319,flower signs for redbacks
5818,20030319,forget australia sven
5819,20030319,former matildas captain in positive dope test
5820,20030319,former matildas captain records positive drug test
5821,20030319,former watford striker loses ear to plymouth fan
5822,20030319,france drop desailly for euro qualifiers
5823,20030319,gallop denies hypocrisy over govt motion
5824,20030319,gembrook fire still out of control
5825,20030319,gilchrist applauded for fair play
5826,20030319,gilchrist applauded for sporting walk
5827,20030319,golden time may be ahead for mine
5828,20030319,government closes a second detention centre
5829,20030319,govt offer to help medical indemnity crisis
5830,20030319,grains conference defeats gm plan
5831,20030319,greens invite carr to anti war protest
5832,20030319,group wont accept funds to boost tv services
5833,20030319,hearts looking for new beat
5834,20030319,holmes hopes to seal ironman series
5835,20030319,hope for public to sway pony decision
5836,20030319,hope for ratepayers to back green levy
5837,20030319,hundreds of firefighters battle mt martha blaze
5838,20030319,hundreds of firefighters battle vic blaze
5839,20030319,indigenous heritage study to be launched
5840,20030319,iraqi community protests against violence
5841,20030319,iraqi parliament rejects us ultimatum
5842,20030319,iraqi parliament says a us led war will end in
5843,20030319,iraqi public preparing for worst
5844,20030319,iraq unlikely to use chemical biological weapons
5845,20030319,irc to rule on pilots unfair dismissal claim
5846,20030319,irrigators seek weir water
5847,20030319,israeli president secretly meets palestinian
5848,20030319,italy supports us stance on iraq
5849,20030319,ivory coast to receive 155m in un aids funding
5850,20030319,jones must fight klitschko to retain wba crown
5851,20030319,king brothers to meet twu over redundancies
5852,20030319,kings to target crocs turner
5853,20030319,knights lose parsons and kennedy
5854,20030319,latif gets pakistan captains job
5855,20030319,leading index highlights easing growth rate
5856,20030319,leading men welcome overhaul to sports structure
5857,20030319,leicester close in premier league return
5858,20030319,longreach gears up for tourism season
5859,20030319,low water stops fishing
5860,20030319,luczak gets his chance in miami
5861,20030319,man avoids jail over assaults
5862,20030319,man charged over illegal abalone haul
5863,20030319,man faces court over police death threats
5864,20030319,man jailed over sword attack may have sentence
5865,20030319,martin questions clps stance on mandatory
5866,20030319,martyn outside chance to play final
5867,20030319,melbourne abandons bid to host swimming champs
5868,20030319,melbourne abandons bid to host world swimming
5869,20030319,minister asked for hospital funds please explain
5870,20030319,more drought funding applications for wheatbelt
5871,20030319,motel blaze under investigation
5872,20030319,mp seeks ambulance levy changes
5873,20030319,mp urges support for aussie troops
5874,20030319,mp urges support for aust troops
5875,20030319,mp wants honourable title restricted
5876,20030319,mystery illness claims more lives
5877,20030319,mystery matilda in positive dope test
5878,20030319,mystery pneumonia claims five lives in hong kong
5879,20030319,nairn backs troop commitment
5880,20030319,naples gets royal support in bid to host americas
5881,20030319,nasa balloon launch flops
5882,20030319,new waste dump bill expires in four months
5883,20030319,no change to refugee policy after iraq
5884,20030319,no crisis in german football despite exit dortmund
5885,20030319,nsw man under observation after contracting
5886,20030319,opera house clean up continues
5887,20030319,oscars show goes on but no red carpet
5888,20030319,palm beach home invasion under investigation
5889,20030319,parents relieved with manslaughter verdict
5890,20030319,parliamentary debate over iraq enters third day
5891,20030319,pasminco reaffirms desire to refloat
5892,20030319,pasminco upbeat despite loss
5893,20030319,paysandu win again in libertadores
5894,20030319,picnic races face uncertain future
5895,20030319,pilot dies in light aircraft crash
5896,20030319,police arrest three near london airport
5897,20030319,police name road victim
5898,20030319,police operation ends in over 100 arrests
5899,20030319,police seize cannabis plants
5900,20030319,politician warns media war is not a game
5901,20030319,pontings warning as final looms
5902,20030319,predictions el nino demise to have little wa impact
5903,20030319,predictions gold to withstand short war
5904,20030319,premiership would be fergies greatest achievement
5905,20030319,probe into chemical claims under fire
5906,20030319,protesters end lodge stand off
5907,20030319,public urged to avoid conflict anxiety
5908,20030319,public urged to back australian troops
5909,20030319,qld health plays down dengue concerns
5910,20030319,question time cancelled opp claim gestapo tactics
5911,20030319,raging fan chews off strikers ear 19 years after
5912,20030319,real and juventus seal champs league quarter spots
5913,20030319,real juventus seal quarter spots
5914,20030319,residents unhappy with federal grant to boost tv
5915,20030319,rocks threatening boaties
5916,20030319,saddam hussein feeling relaxed about war with us
5917,20030319,safety bureau releases ship crash findings
5918,20030319,santos still investigating massive brisbane oil
5919,20030319,saudi arabia proposes exile for saddam hussein
5920,20030319,sawmill workers enter third week of strike
5921,20030319,schumacher aims for return to podium
5922,20030319,schumacher aims for return to podium in malaysia
5923,20030319,seaman out for valencia decider
5924,20030319,search for missing man scaled back
5925,20030319,security concerns at central queensland ports
5926,20030319,shire welcomes sewerage project funding
5927,20030319,socceroos argentina clash called off
5928,20030319,socceroos argentina clash off
5929,20030319,south korea voices support for us war in iraq
5930,20030319,stellar market holds gains
5931,20030319,strikers to name new coach soon
5932,20030319,strong cattle prices set to continue
5933,20030319,students to get internet boost
5934,20030319,study to consider hunter air pollution
5935,20030319,stunning gains on us uk and australian markets
5936,20030319,support called for easter fair
5937,20030319,swimming team seeks safety guarantee
5938,20030319,tasmanian to head worldwide library network
5939,20030319,terrorism risk has not increased pm
5940,20030319,test
5941,20030319,thailand expels iraqi diplomats
5942,20030319,thorpe and hackett prepare to renew rivalry
5943,20030319,three arrested near london airport bombs found
5944,20030319,tiger and els together again
5945,20030319,traffic delays expected after mildura truck crash
5946,20030319,tram commuters stranded after glenelg fault
5947,20030319,transport worker cuts wont affect services sa govt
5948,20030319,truck decision up to state mareeba mayor
5949,20030319,turkey may approve us use of airspace
5950,20030319,two injured in helicopter crash
5951,20030319,two men found guilty of forging a 250000 cheque
5952,20030319,two more die from mystery respiratory illness
5953,20030319,uncertain fed leaves us rates on hold
5954,20030319,unions plan strikes to protest against war
5955,20030319,us announces final deadline for saddam
5956,20030319,us begins propaganda war in gulf
5957,20030319,us led forces move towards iraq border
5958,20030319,us led war could start before tomorrows deadline
5959,20030319,us troops hit by sandstorm in kuwaiti desert
5960,20030319,us tv networks agree to cooperate in war
5961,20030319,wa govt rejects salinity claims
5962,20030319,war fears force swim trip rethink
5963,20030319,warning over rivers low flows
5964,20030319,war tipped to send fuel price higher
5965,20030319,wa woman in pneumonia scare released from hospital
5966,20030319,wa women in pneumonia scare released from hospital
5967,20030319,woman found guilty of breaching new animal welfare
5968,20030319,youth games sports named
5969,20030320,accident sparks appeal for farm safety
5970,20030320,ac seeks details of warnes play for charity
5971,20030320,activists charged with mandela assassination
5972,20030320,act protesters gather at us embassy
5973,20030320,agreement reached over reef fleet terminal
5974,20030320,air raid sirens sound all clear in baghdad
5975,20030320,all ords hold on after war begins
5976,20030320,alp still keen to win orange
5977,20030320,ambassador for counter terrorism appointed
5978,20030320,amendments suggested for anti terror laws
5979,20030320,analysts speculate on wars progress
5980,20030320,anti war protesters flood europe city centres
5981,20030320,anti war protesters take to the streets
5982,20030320,area reopens to recreational haul net fishing
5983,20030320,arthurs downed by qualifier in miami
5984,20030320,atp head miles wants more cash for players
5985,20030320,auckland will not give qld the blues kefu
5986,20030320,australia gets green light to extradite sex
5987,20030320,australian troops at war howard
5988,20030320,australian troops ready for war
5989,20030320,barcelona end newcastles european adventure
5990,20030320,bega contest heating up
5991,20030320,bell elected players association president
5992,20030320,blair set for frosty dinner with chirac
5993,20030320,britain asks turkey for use of airspace
5994,20030320,bush declares war on iraq
5995,20030320,call for funds to cull wild dogs
5996,20030320,cardiologists gagged over ambulance concerns nsw
5997,20030320,carew sinks arsenal again
5998,20030320,carr gives support to monaro
5999,20030320,carr highlights environmental achievements
6000,20030320,ceremony to mark work on new shopping complex
6001,20030320,cheaper fuel may result from iraq war
6002,20030320,coalition promises highway upgrade
6003,20030320,coast to make bid for nbl licence
6004,20030320,comment sought on retail trading deregulation
6005,20030320,continental to cut 1200 jobs and save 500 million
6006,20030320,cooktown turf club fights on
6007,20030320,council seeks king brothers meeting
6008,20030320,cuban plane lands in us after hijacking
6009,20030320,deal to fast track oil gas development
6010,20030320,decision to be made on whatmores future
6011,20030320,dengue outbreak hits more suburbs
6012,20030320,dept speaks out over land clearing
6013,20030320,dfat issues warning as 16 australians remain in
6014,20030320,dha to invest millions in the nt review
6015,20030320,disappointed wenger upbeat about double chances
6016,20030320,doctors group welcomes obstetricians subsidy boost
6017,20030320,doubt cast over trading hours partial deregulation
6018,20030320,downpour causes flooding damage
6019,20030320,draw at roma enough to send ajax through
6020,20030320,dust storms hit sydney illawarra
6021,20030320,dust storm to take toll on farmers
6022,20030320,el nacional revive hopes with injury time winner
6023,20030320,emergency response to fatal crash questioned
6024,20030320,explosions rock baghdad jets overhead
6025,20030320,factfile countries offering support for attack on
6026,20030320,factfile iraqs military capabilities
6027,20030320,factfile smart bombs eyes in the sky other tools
6028,20030320,families of troops attend church service in
6029,20030320,farmers hope for more rain
6030,20030320,farmers to meet over fire forest management
6031,20030320,farming group seeks freight subsidies extension
6032,20030320,fia head mosley cancels malaysian visit
6033,20030320,firefighters back burn in state park
6034,20030320,first strikes prepare way for land battle
6035,20030320,former alice resident wins cycle race
6036,20030320,full text bush declares war has begun
6037,20030320,funds help fast track bypass
6038,20030320,funds to boost carers respite
6039,20030320,ganguly leads india into final
6040,20030320,gas alert as iraq lobs scuds at kuwait
6041,20030320,gas exploration project moves closer to reality
6042,20030320,gilbert to farewell lifesaving
6043,20030320,govt queries payments to solicitor mortgage scheme
6044,20030320,govt reintroduces asio bill
6045,20030320,greens unveil political funding bill
6046,20030320,gulf war veterans return medals in protest
6047,20030320,hackett hopes duel in the pool goes ahead
6048,20030320,harmony day to help students with war issues
6049,20030320,helicopter crash inquest adjourned
6050,20030320,heritage study seen as reconciliation boost
6051,20030320,highway reopens after crash
6052,20030320,hospital cleared over high heart surgery death rate
6053,20030320,howard to address nation on war with iraq
6054,20030320,human shield unconcerned for own safety
6055,20030320,increased security around parliament
6056,20030320,increase in indigenous women prisoners report
6057,20030320,india goes in to bat against kenya
6058,20030320,indigenous companies under audit
6059,20030320,investigation begins into fatal helicopter crash
6060,20030320,iraq condemns us aggression
6061,20030320,iraq deadline passes
6062,20030320,iraq declares jihad on us
6063,20030320,iraq denies oil well fires near basra
6064,20030320,iraqi ambassador to return to baghdad
6065,20030320,iraqi envoy says us attacks breach law
6066,20030320,iraqi information ministry claims civilians killed
6067,20030320,iraqi missiles hit kuwait official
6068,20030320,iraqi war actions illegal crean
6069,20030320,iraq warns israel over us ties
6070,20030320,israel on high state of alert as deadline
6071,20030320,jailed businessman fined over waste storage
6072,20030320,killer pneumonia traced to hong kong hotel
6073,20030320,kings one game away from nbl grand final
6074,20030320,lack of action on deaths in custody says coroner
6075,20030320,lack of affordable housing resulting in poverty
6076,20030320,land sought for aged care centre
6077,20030320,laverton wont lose air services
6078,20030320,mackay unlikely terrorist target mayor
6079,20030320,major bombing raids yet to start say officials
6080,20030320,major parties reveal policy costings
6081,20030320,major theft from australian museum to be
6082,20030320,malaysia condemns attack on iraq
6083,20030320,mammal collection donated to nt
6084,20030320,man convicted of murdering parents
6085,20030320,melbourne osaka fleet hit by gale force winds
6086,20030320,mental health accommodation service planned
6087,20030320,military chaplains wrestle with conscience over war
6088,20030320,millions sought for domestic violence scheme
6089,20030320,minister confident farmers wont feel impact from
6090,20030320,minister defends dept over youth crime claims
6091,20030320,minor parties unswayed by howard war address
6092,20030320,missiles didnt contain chemicals report
6093,20030320,molik pratt notch miami wins
6094,20030320,more people downloading via broadband
6095,20030320,more rain could spell creek river flooding
6096,20030320,mp urged to resign over war stance
6097,20030320,new bush nursing centre opens
6098,20030320,new mill suppliers group confirmed
6099,20030320,new police chief for great southern
6100,20030320,new regulations for caravan roadside stops
6101,20030320,new war art exhibition opens
6102,20030320,nominations to close soon for council elections
6103,20030320,no order to start ground war spokesman
6104,20030320,nsw parties to release election costings today
6105,20030320,nz players call for super 12 judicial review
6106,20030320,nz pm voices regret at start of war
6107,20030320,oil supply will continue says opec
6108,20030320,parents complain over mid east mail charge
6109,20030320,parliamentary war debate concludes
6110,20030320,parliament continues to debate iraqi conflict
6111,20030320,parties campaign on demountable platform
6112,20030320,phials of mystery substance found at sydney airport
6113,20030320,philippines leader warns of terrorist attacks
6114,20030320,plan underway to improve local iraqi relations
6115,20030320,police probe tree vandalism
6116,20030320,police protesters clash in turkey
6117,20030320,police to investigate fatal gyrocopter crash
6118,20030320,portsmouth march on with 4 0 thrashing of coventry
6119,20030320,powell notified howard of impending war
6120,20030320,pratt wins arthurs loses in florida opener
6121,20030320,prestigious science research fellowships announced
6122,20030320,priest calls on islamic nations to rise against us
6123,20030320,profile saddam hussein
6124,20030320,protesters clash with police in anti war march
6125,20030320,protesters stage peace vigil at pine gap
6126,20030320,public helping police make drug arrests
6127,20030320,public urged to consider local govt position
6128,20030320,qbuild to employ more apprentices
6129,20030320,raaf base considers security boost
6130,20030320,rain threatening kenya india clash
6131,20030320,rangers extend lead after win over motherwell
6132,20030320,reports of iraqi civilian injuries
6133,20030320,robson blames abysmal defending for loss
6134,20030320,rural doctors welcome indemnity support for
6135,20030320,ryles out for dragons
6136,20030320,saddam vows victory
6137,20030320,saffie anger over randells outburst
6138,20030320,schumacher denies pay cut rumours
6139,20030320,security at gippsland raaf base to be reviewed
6140,20030320,seniors centre plan moves ahead
6141,20030320,shareholders approve brl hardy deal
6142,20030320,share market makes gains on first day of war
6143,20030320,shooter adams to appeal drug bans
6144,20030320,shuttle flight data recorder found
6145,20030320,skilled farm workers in short supply
6146,20030320,souness and cole patch up differences
6147,20030320,southcorp announces new ceo
6148,20030320,special forces move to head off israel scud risk
6149,20030320,state funeral to be held for wwi digger
6150,20030320,storm clean up continues
6151,20030320,tallis urged to maintain his passion
6152,20030320,tasmanian shops will open on easter sunday
6153,20030320,tasmania set to increase security
6154,20030320,teachers to talk war feelings with students
6155,20030320,teenager martins helps inter through
6156,20030320,third air attack strikes baghdad report
